airline_name,content,airport,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
Air Canada,Buried in the basement of CDG this lounge gets extremely crowded at times. Two flights a day to Canada and if one is delayed then it is sitting room on the floor only. Food not bad croissants cheeses yogurts etc. for breakfast and some sandwiches later on in the day plus the usual array of drinks. The lone staff person was excellent although it is ridiculous that those of us with connections that we are going to miss because of delays cannot be rebooked onto another flight. We have to wait till we get to Canada to be rebooked making everyone very cranky.,Paris CDG Airport,3.0,3,3,3.0,3.0,0.0,5.0,4.0,no
Air Canada,Limited view of the apron. Newspaper/food/drink selections minimal. Good business facilities. Toilet facility inadequate and was not kept clean.,Toronto Pearson Airport,2.0,4,3,1.0,1.0,2.0,4.0,2.0,no
Air Canada,This small lounge is also used by Air France at times and quickly becomes overcrowded. The rest of Terminal 2 at LAX is even more congested. Public washrooms are located outside the lounge but are well-maintained. Good selection of self-serve beverages but food is limited to cheese and crackers. Large west-facing windows provide nice views but only two have pull-down shades. As a result the lounge becomes too hot. Tattered furniture needs replacing.,Los Angeles Lax Airport,3.0,3,4,3.0,2.0,3.0,3.0,3.0,no
Air France,La Premiere Lounge at CDG is probably the best airport lounge I have experienced. Limo transfer direct from disembarkation gate on arrival from long haul flight. Air France staff accompanies to the dedicated security lane inbound to lounge. In the lounge enjoy the Alain Ducasse restaurant some exceptional wine. Beautifully restful chaise longue area with subdued lighting for resting. Toilets and showers are a work of art. Nice bathrobes and slippers with top of the range cosmetics/shower products. Agent drives you to the steps of your departing plane for the next sector.,Paris CDG Airport,5.0,5,5,5.0,5.0,5.0,5.0,5.0,yes
Air France,Crowded and hard to find a place to sit. Washrooms dirty and small for size of lounge. Food service non existent but decent choice of soft drinks available. Overall not impressive and rather poor offering from a reputable air carrier.,Paris CDG Airport,1.0,1,1,3.0,1.0,1.0,0.0,2.0,no
Air Canada,Very nice small lounge at Heathrow. Good continental breakfast available excellent showers and 2 computers. What makes this lounge special is the excellent staff friendly and helpful. Every time I use this lounge is it very empty could be because it is located outside the terminal a short walk from the arrivals area.,London Heathrow Airport,4.0,4,4,4.0,4.0,5.0,5.0,5.0,no
Air Canada,The Toronto Pearson lounge was not very good food wise. I guess they assume everyone would prefer to drink then eat. If you like alcohol then this is the place for you if you don't then take snacks with you.,Toronto Pearson Airport,3.0,4,4,2.0,2.0,4.0,1.0,4.0,no
Air Canada,This lounge was recently opened and is quite nice and very bright inside. It has almost 360 Degree windows which allow light in. As with most Maple Leaf lounges the food is almost non existent. I was there between 8-10AM and there was only some bread for toasting and some yogurt and granola. The business center was good with several computers connected to the internet and several places to dock personal computers. Overall I would say this lounge is much better than the old one.,Ottawa Airport,4.0,4,4,3.0,2.0,4.0,4.0,4.0,no
Air France,Very poor facilities old lounge what are they doing? Very poor services friendliness cleanliness etc.,Paris CDG Airport,2.0,2,2,3.0,3.0,2.0,2.0,1.0,no
Air France,I took the opportunity to test the new AF lounge at the newest boarding satellite called S4. A completely new experience from the other lounges I have visited at CDG. Very large seperated in several areas with a real bar with the usual selection and great wines and a first for any AF lounge a self service Hot food corner including some risotto pasta cold meat and some pastries for dessert. A huge step from the S3 lounge. No problem at all to find a table or a sofa to rest. Plenty of working space and reading material too. Modern design with a nice view on the tarmac. Hope they would upgrade the other lounges the same way!,Paris CDG Airport,4.0,5,4,4.0,4.0,4.0,5.0,4.0,yes
Air France,Kind of a fail. This lounge is dated worn and desperately needs air conditioning. The leather chairs are worn and dirty. The wi-fi is slower than the general free Frankfurt Airport wi-fi and just outside the lounge is a long hallway with recliners for regular passengers to lounge in comfort. The only places to sit in the lounge for lounge customers are upright chairs. Additionally there are no bathrooms within the lounge and if you need those facilities you are directed to leave the lounge and go down the hall to use public bathrooms. Given all of this I'm not really sure why you would choose to come in to this lounge unless you would like to eat some of the simple packaged cookies or the cheese that is sitting out in warm temperatures. Very little in the way of hard liquor. No red wine on display and a single white wine in the refrigerator. There was a sparkling wine in an ice bucket that was untouched. I found this whole wine selection to be odd. Air France needs to spend a little effort at improving this lounge in my opinion.,Frankfurt Main Airport,2.0,2,3,2.0,2.0,0.0,2.0,2.0,no
Air France,Lounge is easy to find and close to gate but lounge is still the same lounge as I have visited to many times when flying from this airport. Not so comfortable chairs that are already showing there usage. Cheap South African wine and some sandwiches chips crackers and some cheese. Not really a place to enjoy relax after working all day and still having to fly 10 hours. Wifi improved and is working very well now.,Johannesburg Airport,4.0,3,4,3.0,3.0,3.0,5.0,4.0,no
Air France,A few seats uncomfortable. No decent food coffee and tea from coin machines. Some newspapers. Such a minimal lounge that I now avoid it and use the open bars and cafes of the airport far better and friendlier.,Lyon Airport,2.0,2,4,1.0,1.0,1.0,4.0,3.0,no
Air France,Old and crowded lounge always full. They have 3 flights (2 AF and one KLM) departing early evening so the space is not enough for all passengers. The food is mediocre and there is only one old shower in urgent need of renovation.,Rio De Janeiro Airport,3.0,4,3,3.0,2.0,1.0,4.0,4.0,no
Air France,We used the business class lounge of Charles de Gaulle as transit passengers. The experience was horrible. Dirty seats empty bags and paper glasses no choice in food just some packaged stuff. Plus the lounge was crowded. On the way back the lounge was almost empty but the manager decided to prevent us from getting in with 10 and 12 yrs old children (who were on economy class tickets). All in all my experience with Air France is way below average.,Paris CDG Airport,2.0,2,1,3.0,3.0,2.0,4.0,1.0,no
Air France,The lounge is okay and I get to do my work without interruptions or noise. However in the morning and there is no food - just snacks I thought by now with all the complaints something would be different. People care about food they want to eat Air France please listen to your customers!!,Paris CDG Airport,4.0,3,4,5.0,1.0,3.0,5.0,5.0,yes
Air France,A charming stewardess picks you up at the incoming flight taking you to this dedicated Lounge. A butler welcoming you a Michelin starred restaurant with perfect service and outstanding wines. The quality of showers massage is like a hotel. All passport formalities completed in the lounge.,Paris CDG Airport,5.0,5,5,5.0,5.0,5.0,5.0,5.0,yes
Air France,One of the worst I have been in. It is very small and has the most uncomfortable chairs. Before international flights in the evening it is packed. People walking around trying to find a seat. The bathrooms are small and dirty. Food selection is minimal. Plenty of cold drinks. Do not pay extra to get into this lounge.,Johannesburg Airport,2.0,1,3,4.0,1.0,1.0,1.0,1.0,no
